pair_id	chain_ptm_a	chain_ptm_b	min_pae_ab	ptm	iptm
pos_q61093_o70325	0.67	0.77	23.99	0.55	0.14
pos_o70325_p63017	0.8	0.65	22.49	0.54	0.14
pos_q923x1_q3tdd9	0.43	0.35	30.27	0.31	0.14
pos_q9qz10_p25799	0.87	0.49	29.27	0.42	0.14
pos_q00623_q8vdj3	0.15	0.29	31.2	0.28	0.14
pos_q68ef6_q9est8	0.2	0.44	24.61	0.32	0.14
pos_q9cs00_q9qyc0	0.27	0.42	29.65	0.3	0.14
pos_q9cs00_q91v27	0.29	0.26	21.9	0.25	0.14
pos_q9cs00_q2m3x8	0.27	0.15	27.58	0.24	0.14
pos_p08414_q5syd0	0.53	0.64	30.24	0.5	0.14
pos_o89110_q91zq1	0.44	0.71	29.47	0.53	0.14
pos_q02248_p52480	0.65	0.83	27.91	0.46	0.14
pos_q02248_q9qxe7	0.63	0.64	24.7	0.45	0.14
pos_q8k1m6_q9qy42	0.5	0.51	27.54	0.37	0.14
pos_q9cs72_q9jkp8	0.22	0.54	29.06	0.22	0.14
pos_o08917_q9epl2	0.35	0.51	29.32	0.42	0.14
pos_q99n13_q3tdd9	0.17	0.39	19.88	0.3	0.14
pos_p09055_p70663	0.52	0.33	28.91	0.38	0.14
pos_o70309_q52ke7	0.55	0.48	27.29	0.41	0.14
pos_q9est8_q9z315	0.42	0.19	30.81	0.3	0.14
pos_o88643_p58390	0.56	0.43	24.01	0.34	0.14
pos_a0a0u1rpt6_q3tdd9	0.13	0.4	28.1	0.3	0.14
pos_o70176_q62296	0.15	0.53	14.64	0.42	0.14
pos_p18762_o55192	0.59	0.79	27.05	0.55	0.14
pos_p29754_p04202	0.72	0.49	18.29	0.45	0.14
pos_q9wua6_q8bh93	0.77	0.09	20.94	0.57	0.14
pos_q9dbj3_p09055	0.39	0.51	24.08	0.39	0.14
pos_q07813_q99m31	0.72	0.71	24.82	0.56	0.14
pos_p49582_p42227	0.65	0.67	27.69	0.48	0.14
pos_q9d832_q8k097	0.44	0.62	17.08	0.38	0.14
pos_q9esl8_q9cra9	0.7	0.27	11.76	0.42	0.14
pos_q3upi1_p35700	0.61	0.81	25.22	0.49	0.14
pos_p48540_q8vcg9	0.39	0.23	14.76	0.27	0.14
pos_e9q1a8_p34884	0.42	0.86	23.66	0.37	0.14
pos_q8c131_p16125	0.68	0.88	22.57	0.53	0.14
pos_q8r071_p48787	0.59	0.41	17	0.45	0.14
pos_q5eg47_q9bcz4	0.54	0.24	20.78	0.44	0.14
pos_p09671_q3up75	0.8	0.83	23.36	0.64	0.14
pos_q9ji91_a0a140t8p3	0.55	0.71	27.66	0.51	0.14
pos_p30355_q3u3j1	0.72	0.78	25.38	0.62	0.14
pos_q3u3j1_q91uz5	0.8	0.86	25.37	0.55	0.14
pos_q64373_p23506	0.62	0.86	21.53	0.5	0.14
pos_o35084_q9jma7	0.75	0.84	23.62	0.51	0.14
pos_q9eqy5_p97794	0.46	0.62	19.09	0.38	0.14
pos_p97807_q71fd5	0.84	0.33	19.57	0.62	0.14
pos_p17710_q60932	0.69	0.67	28.49	0.57	0.14
pos_p34968_p55099	0.63	0.18	15.65	0.54	0.14
pos_q9est8_q05769	0.49	0.85	26	0.5	0.14
pos_q99p51_q8bw70	0.5	0.56	25.6	0.5	0.14
pos_q8cg46_o35437	0.37	0.3	28.17	0.35	0.14
pos_o54864_q7m760	0.69	0.51	27.57	0.4	0.14
pos_o08586_p63001	0.77	0.82	23.95	0.58	0.13
pos_o08689_p12979	0.56	0.32	19.48	0.41	0.13
pos_o08715_q9cxz1	0.3	0.58	27.06	0.28	0.13
pos_p05063_p06151	0.9	0.91	25.25	0.54	0.13
pos_p09056_p42227	0.73	0.7	27.32	0.59	0.13
pos_p10417_p70677	0.64	0.73	20.02	0.47	0.13
pos_p10630_q61638	0.58	0.17	22.97	0.48	0.13
pos_p12657_p55095	0.6	0.19	20.62	0.49	0.13
pos_p15655_q9d030	0.75	0.38	16.52	0.44	0.13
pos_p16330_p61014	0.79	0.41	19.11	0.72	0.13
pos_p23204_q61009	0.55	0.76	26.23	0.48	0.13
pos_p26450_p52480	0.32	0.81	29.58	0.44	0.13
pos_p31750_o54885	0.79	0.29	19.27	0.67	0.13
pos_p33587_q08761	0.66	0.58	26.59	0.42	0.13
pos_p47930_q60631	0.21	0.48	16.21	0.27	0.13
pos_p48678_q76mz3	0.24	0.74	26.12	0.45	0.13
pos_p48678_q923e4	0.24	0.46	30.4	0.33	0.13
pos_p51437_g3x939	0.46	0.54	25.59	0.48	0.13
pos_p60324_p16054	0.32	0.44	22.14	0.39	0.13
pos_p68033_q6a068	0.78	0.32	28.39	0.36	0.13
pos_p70196_q5sz99	0.35	0.4	25.82	0.27	0.13
pos_p97469_q9epz6	0.25	0.37	22.18	0.31	0.13
pos_q00623_o08696	0.21	0.25	23.3	0.23	0.13
pos_q00690_p04202	0.38	0.57	26.58	0.32	0.13
pos_q03347_q61473	0.33	0.23	13.98	0.25	0.13
pos_q3tbt3_p39429	0.62	0.38	26.16	0.37	0.13
pos_q60613_q01147	0.64	0.2	14.97	0.43	0.13
pos_q61093_q61382	0.69	0.4	26.07	0.46	0.13
pos_q61160_q9qzl0	0.46	0.58	23.48	0.45	0.13
pos_q61171_q00731	0.8	0.31	20.36	0.36	0.13
pos_q61271_q9z1w4	0.61	0.51	23.98	0.4	0.13
pos_q61335_q9cq92	0.39	0.69	18.39	0.37	0.13
pos_q80vh0_p22366	0.26	0.45	24.34	0.24	0.13
pos_q8k0e8_p30681	0.59	0.36	22.05	0.46	0.13
pos_q8k348_q9z1w4	0.61	0.52	24.16	0.4	0.13
pos_q8r104_q8bza9	0.76	0.83	20.8	0.49	0.13
pos_q8vcf0_q62318	0.25	0.32	27.89	0.27	0.13
pos_q8vcn5_q9dcc8	0.86	0.5	21.73	0.67	0.13
pos_q91vc3_p70372	0.56	0.3	25.15	0.38	0.13
pos_q9czw4_p42125	0.82	0.82	28.33	0.63	0.13
pos_q9es03_p50752	0.48	0.27	21.13	0.35	0.13
pos_q9jjt9_p06804	0.37	0.6	20.65	0.3	0.13
pos_q9jk92_q01853	0.35	0.58	22.48	0.51	0.13
pos_q9r182_q9wvg5	0.46	0.77	23.2	0.48	0.13
pos_p01108_q00899	0.23	0.27	14.71	0.22	0.13
pos_p0c605_q3the2	0.74	0.36	21.95	0.62	0.13
pos_p29268_o35701	0.43	0.42	26.35	0.31	0.13
pos_p29754_q9qyt7	0.68	0.62	26.49	0.47	0.13
pos_p33434_q8bpt6	0.75	0.69	25.95	0.64	0.13
pos_p70340_p17125	0.56	0.5	20.79	0.38	0.13
pos_p70677_p00397	0.69	0.89	26.24	0.64	0.13
pos_q00690_q3tbl6	0.38	0.72	26.64	0.34	0.13
pos_q3tzw0_q80uw0	0.21	0.58	14.23	0.47	0.13
pos_q3ub74_p04202	0.41	0.6	22.03	0.37	0.13
pos_q4zjn1_q00690	0.43	0.49	21.25	0.39	0.13
pos_q5eg47_q6pcp5	0.53	0.19	21.4	0.41	0.13
pos_q5eg47_q8bza9	0.5	0.83	25.63	0.4	0.13
pos_q5eg47_q8k4z2	0.52	0.4	24.26	0.42	0.13
pos_q5rjg7_p26151	0.79	0.57	23.16	0.49	0.13
pos_q60803_q99p51	0.36	0.51	20.98	0.31	0.13
pos_q60996_p97376	0.72	0.56	24.93	0.54	0.13
pos_q6p8g8_p20444	0.48	0.56	25.84	0.45	0.13
pos_q6p8i4_p0c605	0.13	0.59	19.15	0.5	0.13
pos_q7ts72_q9jm54	0.46	0.24	22.99	0.42	0.13
pos_q8bj56_q9eqc4	0.56	0.69	23.62	0.41	0.13
pos_q8k1m6_p0dp99	0.52	0.26	26.56	0.5	0.13
pos_q8vhk5_q99jg7	0.54	0.24	9.97	0.33	0.13
pos_q923e4_p08228	0.48	0.9	27.33	0.43	0.13
pos_q9dcs3_p49582	0.75	0.65	19.29	0.45	0.13
pos_q9esj7_p70196	0.58	0.36	20.74	0.3	0.13
pos_q9est8_q9cqe0	0.43	0.4	24.03	0.37	0.13
pos_q9r045_q61735	0.46	0.61	19.74	0.35	0.13
pos_q9wv54_q8ci15	0.81	0.82	22.44	0.49	0.13
pos_q9z0l4_p22725	0.59	0.73	24.28	0.45	0.13
pos_o09100_q04888	0.18	0.24	15.26	0.2	0.13
pos_o35718_p04202	0.6	0.54	18.18	0.4	0.13
pos_o54962_q99lu0	0.86	0.48	21.93	0.39	0.13
pos_o70145_q9jkp8	0.38	0.51	23.1	0.34	0.13
pos_p00397_p82348	0.89	0.45	24.22	0.62	0.13
pos_p00397_p82348	0.89	0.45	24.23	0.62	0.13
pos_p04925_p10637	0.52	0.11	25.91	0.23	0.13
pos_p0c605_p82348	0.7	0.48	23.05	0.54	0.13
pos_p16331_p52480	0.79	0.84	26.02	0.53	0.13
pos_p20444_p04202	0.59	0.55	26.76	0.44	0.13
pos_p22387_q8c878	0.18	0.69	20.81	0.53	0.13
pos_p28776_p68254	0.88	0.85	25.7	0.61	0.13
pos_p37217_p16045	0.56	0.87	19.68	0.44	0.13
pos_p52480_o70176	0.83	0.17	20.49	0.67	0.13
pos_q05915_q80wy3	0.75	0.26	17.2	0.42	0.13
pos_q14ba6_q7ts72	0.66	0.42	23.48	0.34	0.13
pos_q14ba6_q7ts72	0.66	0.42	27.36	0.34	0.13
pos_q3un02_q91wf0	0.84	0.8	26.26	0.57	0.13
pos_q45kj6_q8jzs0	0.38	0.46	19.68	0.29	0.13
pos_q45kj6_q8jzs0	0.38	0.46	19.61	0.29	0.13
pos_q5drq8_p97794	0.51	0.61	23.62	0.4	0.13
pos_q5eg47_q8r104	0.49	0.73	24.49	0.38	0.13
pos_q61735_o70176	0.61	0.2	16.77	0.46	0.13
pos_q64729_p04202	0.63	0.52	22.05	0.43	0.13
pos_q6wkz7_q9eqg7	0.5	0.76	27.62	0.44	0.13
pos_q7tmm9_p11798	0.86	0.59	25.69	0.5	0.13
pos_q7tnk8_p34968	0.14	0.62	16.66	0.51	0.13
pos_q80t19_q9ep52	0.21	0.51	12.05	0.41	0.13
pos_q8bgj0_q99k82	0.77	0.8	24.53	0.56	0.13
pos_q8bgj0_q99k82	0.77	0.8	25.41	0.56	0.13
pos_q8bgj0_q99k82	0.77	0.8	25.43	0.56	0.13
pos_q8cit0_o55241	0.23	0.17	8.61	0.2	0.13
pos_q8k0d2_p07309	0.47	0.72	23.51	0.4	0.13
pos_q8vca5_o70433	0.77	0.3	26.96	0.53	0.13
pos_q8vf89_p47936	0.78	0.75	27.2	0.48	0.13
pos_q9cq62_q9eqc4	0.82	0.71	22.59	0.5	0.13
pos_q9cz91_p26687	0.28	0.35	11.95	0.23	0.13
pos_q9jhb2_p48787	0.84	0.4	21.58	0.57	0.13
pos_q9jip4_q60932	0.63	0.69	25.27	0.45	0.13
pos_q9qy05_a0a1d5rm15	0.28	0.33	14.67	0.28	0.13
pos_q9qy42_q8c878	0.5	0.7	25.29	0.4	0.13
pos_q9wuq7_q9wvs4	0.23	0.7	18.65	0.6	0.13
pos_a0a140t8p3_q923b6	0.71	0.65	22.55	0.56	0.13
pos_p01108_q04888	0.23	0.22	17.27	0.2	0.13
pos_p03930_p35383	0.32	0.73	17.56	0.65	0.13
pos_p06332_p09793	0.58	0.5	16.93	0.45	0.13
pos_p11798_q3tbl6	0.6	0.72	23.94	0.47	0.13
pos_p17182_o08537	0.9	0.48	24.55	0.49	0.13
pos_p17182_o08537	0.9	0.48	24.48	0.49	0.13
pos_p19157_q9cyh2	0.91	0.64	20.84	0.51	0.13
pos_p22387_q63953	0.28	0.59	16.71	0.43	0.13
pos_p22725_o70176	0.75	0.17	21.79	0.56	0.13
pos_p26645_q9jjt9	0.08	0.35	12.24	0.26	0.13
pos_p28235_p51576	0.54	0.66	24.41	0.45	0.13
pos_p28652_q8k4q7	0.53	0.78	25.56	0.48	0.13
pos_p31938_q8bh93	0.82	0.09	20.12	0.56	0.13
pos_p34971_q9jkd3	0.59	0.64	22.14	0.45	0.13
pos_p47754_q99m15	0.74	0.69	17.79	0.46	0.13
pos_p50136_q91uz5	0.81	0.86	23.93	0.56	0.13
pos_p59941_q9z172	0.79	0.59	14.54	0.64	0.13
pos_p60324_p34968	0.3	0.59	20.58	0.48	0.13
pos_q3udn3_q8r104	0.3	0.75	23.95	0.44	0.13
pos_q5drq8_p97794	0.52	0.61	22.6	0.39	0.13
pos_q5eg47_p60324	0.49	0.32	20.81	0.41	0.13
pos_q5eg47_q61411	0.51	0.73	20.99	0.43	0.13
pos_q5eg47_q9d275	0.54	0.39	21.77	0.48	0.13
pos_q60994_q9qy05	0.59	0.3	12.24	0.4	0.13
pos_q64261_q9d0v8	0.78	0.72	18.33	0.54	0.13
pos_q64373_p23506	0.61	0.86	23.71	0.5	0.13
pos_q64695_q9eqk7	0.62	0.79	22.25	0.51	0.13
pos_q68ef6_p61793	0.22	0.72	24.64	0.37	0.13
pos_q8c131_p16125	0.68	0.87	21.36	0.51	0.13
pos_q8cg46_o35437	0.37	0.31	29.32	0.35	0.13
pos_q8k4z2_p04202	0.41	0.52	21.12	0.38	0.13
pos_q8r4g9_q9erz3	0.59	0.51	26.4	0.38	0.13
pos_q8vcm7_q9cq00	0.57	0.45	14.52	0.49	0.13
pos_q99pr8_q3umw7	0.48	0.73	20.35	0.55	0.13
pos_q9cs00_q60598	0.27	0.17	28.83	0.24	0.13
pos_q9cy28_q9jkp8	0.73	0.52	20.14	0.56	0.13
pos_q9d258_q3ujf0	0.7	0.75	20.22	0.63	0.13
pos_q9dcb8_p20444	0.55	0.59	26.35	0.51	0.13
pos_q9dcb8_p35486	0.62	0.86	19.48	0.66	0.13
pos_q9erk9_p60761	0.78	0.26	15.03	0.67	0.13
pos_q9esl8_p97953	0.69	0.39	24.57	0.31	0.13
pos_q9qy05_a0a1d5rm15	0.28	0.33	13.37	0.28	0.13
pos_q9qy05_q9cpv9	0.26	0.78	20.92	0.56	0.13
pos_q9z2s7_q9z1e3	0.24	0.65	17.26	0.51	0.13
pos_o88351_p06804	0.72	0.58	25.35	0.6	0.13
pos_p10148_p04202	0.42	0.5	16.24	0.4	0.13
pos_p10148_q62009	0.4	0.63	20.95	0.56	0.13
pos_p10605_p17047	0.89	0.43	23.82	0.48	0.13
pos_p51637_q9jm05	0.35	0.52	24.96	0.45	0.13
pos_p70444_p58281	0.53	0.51	28.11	0.46	0.13
pos_q60793_q8cfn5	0.2	0.24	15.94	0.2	0.13
pos_q60843_q60793	0.23	0.19	16.8	0.19	0.13
pos_q61164_q61638	0.31	0.16	23.56	0.29	0.13
pos_q6nza9_p02340	0.41	0.51	22.69	0.36	0.13
pos_q8bj56_q91ww7	0.5	0.56	21.39	0.36	0.13
pos_q8bmp4_p60324	0.67	0.34	19.6	0.52	0.13
pos_q8bwg9_q61056	0.49	0.72	26.95	0.57	0.13
pos_q8r0x2_p37238	0.51	0.52	22.9	0.37	0.13
pos_p01108_p17433	0.24	0.35	14.36	0.22	0.13
pos_p04441_p12032	0.26	0.8	18.9	0.41	0.13
pos_p22387_q2m3x8	0.21	0.16	19.28	0.17	0.13
pos_p26928_q8veb2	0.66	0.22	25.7	0.5	0.13
pos_p29268_q00731	0.43	0.28	22.57	0.28	0.13
pos_p31750_q99pr8	0.68	0.5	23.59	0.55	0.13
pos_p32883_p12025	0.79	0.31	18.91	0.51	0.13
pos_p37238_p06804	0.55	0.61	24.44	0.42	0.13
pos_p47811_o08586	0.86	0.76	25.5	0.49	0.13
pos_p97287_p63028	0.47	0.79	23	0.36	0.13
pos_q00623_p11247	0.17	0.84	25.64	0.66	0.13
pos_q01147_q03347	0.22	0.33	11.61	0.25	0.13
pos_q08369_q924a0	0.18	0.24	16.43	0.19	0.13
pos_q2tj95_q00731	0.41	0.28	20.34	0.27	0.13
pos_q60994_p60324	0.59	0.36	10.2	0.4	0.13
pos_q61221_q9r0p9	0.42	0.84	27.53	0.37	0.13
pos_q8cfn5_p42582	0.24	0.24	16.69	0.21	0.13
pos_q99pr8_q07279	0.48	0.27	21.33	0.25	0.13
pos_q9d658_p63321	0.81	0.75	23.85	0.49	0.13
pos_q9qui0_q8blr7	0.75	0.64	24.72	0.42	0.13
pos_q9wvs6_q8bh75	0.64	0.41	24.31	0.45	0.13
pos_d3z7p3_p60324	0.61	0.32	18.02	0.52	0.13
pos_p10148_p11835	0.4	0.58	24	0.52	0.13
pos_p10810_p22366	0.76	0.43	23.33	0.49	0.13
pos_p11440_q8k1m6	0.8	0.48	25.9	0.41	0.13
pos_p21274_o35565	0.66	0.6	24.49	0.49	0.13
pos_p23242_p01139	0.53	0.48	16.56	0.39	0.13
pos_p23242_q10738	0.53	0.7	19.25	0.38	0.13
pos_p23772_p22091	0.18	0.26	9.95	0.19	0.13
pos_p28563_q6pcp5	0.52	0.19	16.7	0.37	0.13
pos_p31750_p14901	0.7	0.71	26.47	0.5	0.13
pos_p31750_q1xh17	0.65	0.6	25.19	0.4	0.13
pos_p41163_p42582	0.32	0.25	17.91	0.24	0.13
pos_p55097_q8r1r4	0.88	0.69	24.43	0.57	0.13
pos_p60710_p63001	0.81	0.76	22.51	0.6	0.13
pos_p62631_q9z2g9	0.68	0.82	22.07	0.51	0.13
pos_q6a068_p11440	0.3	0.79	26.88	0.32	0.13
pos_q80xd8_q9z1w5	0.15	0.35	9.3	0.19	0.13
pos_q8bmf4_o08749	0.39	0.82	27.89	0.45	0.13
pos_q91xc8_q8k4b2	0.11	0.52	17.44	0.47	0.13
pos_q99ml1_p02340	0.21	0.55	20.66	0.4	0.13
pos_q9r0q8_p48025	0.62	0.67	25.36	0.55	0.13
pos_q9wvl7_p08505	0.52	0.65	19.46	0.43	0.13
pos_d3z7p3_q61753	0.62	0.65	28.41	0.43	0.13
pos_o08689_q8bun5	0.61	0.57	25.23	0.38	0.13
pos_p09793_q02242	0.55	0.42	11.23	0.33	0.13
pos_p0dp26_o08586	0.43	0.76	20.8	0.6	0.13
pos_p23242_q8n7n6	0.54	0.3	21.94	0.32	0.13
pos_p23242_q99nb8	0.52	0.22	17.78	0.3	0.13
pos_p23359_q91y47	0.57	0.7	28.36	0.49	0.13
pos_p31001_p70302	0.24	0.25	24.81	0.22	0.13
pos_p32443_q921p9	0.27	0.21	13.19	0.23	0.13
pos_p51637_q61056	0.33	0.73	27	0.65	0.13
pos_p52480_p42227	0.84	0.7	29.23	0.49	0.13
pos_p59326_q8byk6	0.4	0.39	25.99	0.28	0.13
pos_p97481_o88522	0.41	0.24	26.36	0.34	0.13
pos_q08857_o35657	0.84	0.84	26.95	0.53	0.13
pos_q60795_o35426	0.22	0.25	17.91	0.21	0.13
pos_q99kj8_q04207	0.23	0.43	18.36	0.32	0.13
pos_q9cpv9_q9d8i2	0.7	0.71	23.92	0.44	0.13
pos_q9cr61_p46638	0.47	0.68	16.56	0.48	0.13
pos_q9d880_q60931	0.5	0.65	23.91	0.39	0.13
pos_o54918_p41183	0.2	0.26	19.79	0.24	0.13
pos_p01580_q62386	0.67	0.54	18.86	0.42	0.13
pos_p06804_p29533	0.58	0.41	26.63	0.36	0.13
pos_p10417_q91y86	0.62	0.81	25.16	0.57	0.13
pos_p21274_p97454	0.68	0.56	27.31	0.41	0.13
pos_p41160_p12242	0.6	0.61	20.74	0.47	0.13
pos_p41731_p18242	0.57	0.78	20.74	0.56	0.13
pos_p50427_p48281	0.77	0.57	27.88	0.53	0.13
pos_p51637_q9et78	0.35	0.46	19.99	0.41	0.13
pos_p70372_p61014	0.37	0.35	20.01	0.34	0.13
pos_q08369_p05125	0.2	0.19	17.7	0.18	0.13
pos_q62172_p06804	0.43	0.59	25.74	0.36	0.13
pos_q8bk64_q9z1m0	0.38	0.66	25.07	0.5	0.13
pos_q8bsy0_o09161	0.48	0.7	25.98	0.38	0.13
pos_q8cby8_q60795	0.7	0.22	24.46	0.41	0.13
pos_q8cfn5_q9es03	0.25	0.48	11.21	0.31	0.13
pos_q8vhr5_q8c255	0.25	0.72	26.21	0.4	0.13
pos_q99ja0_q3ur32	0.25	0.69	20.47	0.57	0.13
pos_q9d1n2_p34884	0.4	0.88	15.84	0.36	0.13
pos_q9d8t2_p70380	0.68	0.7	25.31	0.54	0.13
pos_q9jhl1_q923i7	0.33	0.75	22.71	0.57	0.13
pos_q9jm73_q38hm4	0.24	0.43	16.84	0.28	0.13
pos_q9qyz8_q1wg82	0.53	0.27	16.4	0.34	0.13
pos_q9r229_q8cj69	0.54	0.45	26.62	0.35	0.13
pos_a2aiv8_q80v85	0.27	0.54	22.81	0.34	0.13
pos_f6van0_q91w90	0.24	0.32	26.16	0.22	0.13
pos_o08586_p05480	0.77	0.57	22.14	0.42	0.13
pos_o09100_q61169	0.17	0.16	21.96	0.17	0.13
pos_o35565_p70325	0.61	0.37	17.78	0.32	0.13
pos_p04202_q64729	0.53	0.62	26.07	0.42	0.13
pos_p04441_p34884	0.27	0.88	15.91	0.34	0.13
pos_p08505_p33434	0.63	0.75	20.42	0.62	0.13
pos_p18572_p39429	0.5	0.38	24.98	0.32	0.13
pos_p20263_p48432	0.33	0.28	19.28	0.25	0.13
pos_p23359_o35182	0.58	0.56	27.54	0.38	0.13
pos_p26450_q00731	0.32	0.27	24.22	0.28	0.13
pos_p28843_p08505	0.91	0.66	26.51	0.75	0.13
pos_p31750_q8k1m6	0.63	0.5	27.7	0.39	0.13
pos_p37238_p04202	0.54	0.57	23.84	0.38	0.13
pos_p47738_p16054	0.87	0.49	28.96	0.46	0.13
pos_p47738_p16054	0.88	0.49	29.25	0.46	0.13
pos_p47738_q61093	0.87	0.68	28.67	0.5	0.13
pos_p47811_q9qur7	0.88	0.77	21.62	0.65	0.13
pos_p60324_p20444	0.32	0.54	21.79	0.47	0.13
pos_p60324_q704y3	0.31	0.69	24.83	0.6	0.13
pos_p63158_q923e4	0.35	0.5	24.66	0.43	0.13
pos_q07813_p47811	0.77	0.86	22.66	0.62	0.13
pos_q08369_q9jm73	0.18	0.23	19.18	0.2	0.13
pos_q3tbt3_q8vcw4	0.61	0.72	28.58	0.51	0.13
pos_q3tbt3_q9wun2	0.62	0.78	27.2	0.58	0.13
pos_q3umr5_q9cty5	0.44	0.55	21.96	0.4	0.13
pos_q3urd3_q99jt2	0.25	0.63	30.02	0.32	0.13
pos_q571f8_p02340	0.68	0.5	25.76	0.48	0.13
pos_q60614_q61503	0.72	0.75	23.78	0.53	0.13
pos_q60793_p05125	0.22	0.22	17.27	0.21	0.13
pos_q60823_p97287	0.72	0.48	22.73	0.5	0.13
pos_q60967_p39429	0.71	0.38	25.06	0.47	0.13
pos_q60994_p56213	0.58	0.56	17.03	0.4	0.13
pos_q61881_q8bp71	0.65	0.22	28.92	0.47	0.13
pos_q61985_p46938	0.22	0.15	21.32	0.21	0.13
pos_q64018_p05125	0.68	0.19	22.3	0.55	0.13
pos_q64018_p97926	0.67	0.62	26.82	0.45	0.13
pos_q8bmk4_p97358	0.19	0.61	25.72	0.4	0.13
pos_q8cfd5_p17742	0.79	0.89	20.71	0.6	0.13
pos_q8k1m6_q9cq92	0.51	0.66	24.65	0.46	0.13
pos_q91wz8_q64127	0.3	0.28	29.76	0.26	0.13
pos_q9cx60_q00731	0.11	0.3	12.57	0.27	0.13
pos_q9eps2_q1wg82	0.38	0.29	11.67	0.26	0.13
pos_q9jiw5_p04202	0.62	0.59	24	0.41	0.13
pos_q9qxp7_q9wvs4	0.51	0.68	18.25	0.46	0.13
pos_q9qxt5_p15037	0.32	0.32	16.75	0.26	0.13
pos_q9wtx6_p29595	0.78	0.74	27.83	0.72	0.13
pos_p04202_q9qzc1	0.55	0.71	28.76	0.56	0.13
pos_p05017_q9cpn8	0.31	0.38	20	0.34	0.13
pos_p11835_q00731	0.57	0.27	26.66	0.44	0.13
pos_p17515_p22005	0.61	0.25	16.05	0.24	0.13
pos_p23204_q3ujb0	0.57	0.26	29.27	0.31	0.13
pos_p24527_q9qxe7	0.86	0.66	26.27	0.54	0.13
pos_p34960_p04202	0.44	0.49	22.92	0.32	0.13
pos_q08369_q924a0	0.18	0.24	16.4	0.19	0.13
pos_q9d1n2_p34884	0.4	0.88	15.92	0.36	0.13
pos_a2a7a1_a0a1d5rm15	0.24	0.26	26.76	0.22	0.13
pos_o08856_q8k2c6	0.25	0.78	26.49	0.36	0.13
pos_o54942_q6s5j6	0.67	0.55	23.92	0.47	0.13
pos_o55192_p34968	0.79	0.58	27.93	0.53	0.13
pos_o70145_q6wkz7	0.39	0.51	25.76	0.35	0.13
pos_o88351_q62191	0.71	0.46	28.42	0.51	0.13
pos_o88597_q03141	0.41	0.42	25.06	0.33	0.13
pos_p00920_g3x939	0.88	0.53	29.36	0.45	0.13
pos_p0c605_q6wkz7	0.71	0.49	27.86	0.49	0.13
pos_p0dm65_q9z265	0.42	0.52	25.64	0.36	0.13
pos_p12710_p70414	0.68	0.53	27.98	0.49	0.13
pos_p16054_q60932	0.48	0.66	27.4	0.39	0.13
pos_p17047_q61503	0.42	0.79	25.82	0.53	0.13
pos_p22437_p50136	0.88	0.79	27.3	0.57	0.13
pos_p26645_q7ts72	0.09	0.47	19.56	0.37	0.13
pos_p28652_q8k4q7	0.53	0.78	25.22	0.48	0.13
pos_p33434_a2afk4	0.78	0.47	26.76	0.55	0.13
pos_p35383_q640m1	0.65	0.32	24.52	0.33	0.13
pos_p47738_q6wkz7	0.89	0.49	27.58	0.52	0.13
pos_q00690_q00731	0.46	0.27	23.08	0.36	0.13
pos_q3u034_q8ciw5	0.64	0.56	27.02	0.41	0.13
pos_q3u034_q9jim1	0.63	0.68	23.73	0.43	0.13
pos_q60929_q2m3x8	0.22	0.17	24.7	0.19	0.13
pos_q61190_q9z315	0.5	0.2	24.78	0.27	0.13
pos_q61234_q8vdb2	0.49	0.78	24.16	0.48	0.13
pos_q61501_q8bg36	0.29	0.17	19.99	0.23	0.13
pos_q61735_p07901	0.61	0.59	27.58	0.48	0.13
pos_q64343_q00623	0.76	0.16	22.24	0.6	0.13
pos_q68ef6_p52592	0.21	0.7	22.82	0.36	0.13
pos_q6pem6_q9est8	0.31	0.43	27.85	0.34	0.13
pos_q6wkz7_p0c605	0.49	0.72	29.36	0.49	0.13
pos_q6wkz7_q91zp4	0.48	0.74	29.61	0.5	0.13
pos_q6wkz7_q9erl9	0.48	0.45	25.89	0.34	0.13
pos_q6wkz7_q9erl9	0.47	0.46	26.05	0.34	0.13
pos_q6zqm7_q04207	0.59	0.43	26.01	0.34	0.13
pos_q8c6l5_q8ciw5	0.63	0.55	29.68	0.4	0.13
pos_q8cg03_q9jhb2	0.54	0.8	26.73	0.45	0.13
pos_q8vdb2_q99l88	0.79	0.58	25.11	0.47	0.13
pos_q91uz5_q9est8	0.83	0.43	27.66	0.36	0.13
pos_q91zq1_q9czx5	0.65	0.18	21.78	0.53	0.13
pos_q922v4_p04202	0.59	0.46	23.24	0.4	0.13
pos_q99j83_o08529	0.88	0.78	26.63	0.62	0.13
pos_q99nb5_q923a2	0.66	0.22	25.14	0.39	0.13
pos_q9cs00_p47754	0.27	0.76	23.34	0.32	0.13
pos_q9cs00_p50752	0.3	0.21	20.66	0.26	0.13
pos_q9cs00_q0ii04	0.27	0.12	29.55	0.24	0.13
pos_q9cs00_q9cx66	0.31	0.25	23.97	0.29	0.13
pos_q9dcb8_q61143	0.51	0.72	29.17	0.65	0.13
pos_q9eqg9_q8ci15	0.43	0.82	27.64	0.4	0.13
pos_q9est8_p09671	0.46	0.81	26.58	0.39	0.13
pos_q9jkd3_q8ca95	0.63	0.49	23.98	0.42	0.13
pos_q9jkd3_q91zq1	0.63	0.71	26.59	0.6	0.13
pos_q9jkn1_q91zr5	0.57	0.31	28.01	0.32	0.13
